Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_8_27,VGND,li1,18.1700,32.6400,0.000034
FILLER_8_21,VGND,li1,16.5600,32.6400,0.000034
FILLER_8_11,VGND,li1,10.8100,32.6400,0.000037
FILLER_8_3,VGND,li1,8.7400,32.6400,0.000037
FILLER_7_173,VGND,li1,85.3300,32.6400,0.000131
FILLER_7_169,VGND,li1,84.1800,32.6400,0.000131
FILLER_7_162,VGND,li1,81.4200,32.6400,0.000128
FILLER_7_150,VGND,li1,77.2800,32.6400,0.000124
FILLER_7_125,VGND,li1,63.9400,32.6400,0.000104
FILLER_7_113,VGND,li1,60.2600,32.6400,0.000101
FILLER_7_111,VGND,li1,56.8100,32.6400,0.000094
FILLER_7_107,VGND,li1,55.6600,32.6400,0.000094
FILLER_7_96,VGND,li1,50.1400,32.6400,0.000084
FILLER_7_84,VGND,li1,46.9200,32.6400,0.000076
FILLER_7_72,VGND,li1,41.4000,32.6400,0.000068
FILLER_7_50,VGND,li1,29.9000,32.6400,0.000043
FILLER_7_19,VGND,li1,14.7200,32.6400,0.000036
FILLER_6_217,VGND,li1,105.5700,27.2000,0.000147
FILLER_6_206,VGND,li1,100.5100,27.2000,0.000145
FILLER_6_157,VGND,li1,78.2000,27.2000,0.000129
FILLER_6_141,VGND,li1,70.8400,27.2000,0.000118
FILLER_6_137,VGND,li1,69.2300,27.2000,0.000118
FILLER_6_106,VGND,li1,55.6600,27.2000,0.000096
FILLER_6_97,VGND,li1,50.8300,27.2000,0.000086
FILLER_6_85,VGND,li1,47.3800,27.2000,0.000081
FILLER_6_83,VGND,li1,43.9300,27.2000,0.000075
FILLER_6_66,VGND,li1,36.5700,27.2000,0.000059
FILLER_5_225,VGND,li1,109.2500,27.2000,0.000147
FILLER_5_220,VGND,li1,107.6400,27.2000,0.000147
FILLER_5_203,VGND,li1,99.1300,27.2000,0.000145
FILLER_5_195,VGND,li1,95.4500,27.2000,0.000143
FILLER_5_160,VGND,li1,80.9600,27.2000,0.000132
FILLER_5_138,VGND,li1,69.9200,27.2000,0.000118
FILLER_5_129,VGND,li1,65.0900,27.2000,0.000110
FILLER_5_125,VGND,li1,63.9400,27.2000,0.000110
FILLER_5_113,VGND,li1,60.2600,27.2000,0.000105
FILLER_5_111,VGND,li1,56.8100,27.2000,0.000096
FILLER_5_99,VGND,li1,51.2900,27.2000,0.000086
FILLER_5_95,VGND,li1,50.1400,27.2000,0.000086
FILLER_5_65,VGND,li1,36.1100,27.2000,0.000059
FILLER_5_57,VGND,li1,33.5800,27.2000,0.000054
FILLER_5_46,VGND,li1,26.9100,27.2000,0.000039
FILLER_5_40,VGND,li1,25.3000,27.2000,0.000032
FILLER_5_15,VGND,li1,12.6500,27.2000,0.000038
FILLER_5_3,VGND,li1,9.6600,27.2000,0.000039
FILLER_4_228,VGND,li1,110.6300,21.7600,0.000166
